MissionID,MissionName,Agency,LaunchSite,LaunchDate,PayloadMassKG,OrbitType,MissionSuccess
MSN03796,ISS Resupply,CNSA,Vandenberg,2022-11-29,4619.62,ISS,Success
MSN03797,Blue Origin,NASA,Baikonur,2008-04-24,6907.42,GTO,Success
MSN03798,Apollo,SpaceX,Guiana Space Centre,2015-11-29,5771.38,Mars Transfer Orbit,Success
MSN03799,SpaceX,CNSA,Satish Dhawan,2005-05-10,5968.7,Mars Transfer Orbit,Success
MSN03800,Shenzhou,CNSA,Baikonur,2007-06-27,4036.18,Mars Transfer Orbit,Success
MSN03801,Soyuz,Roscosmos,Cape Canaveral,2002-04-05,5003.3,LEO,Success
MSN03802,Blue Origin,Roscosmos,Guiana Space Centre,2021-11-13,6887.37,GTO,Success
MSN03803,ISS Resupply,Roscosmos,Vandenberg,2004-04-10,4870.24,MEO,Success
MSN03804,Soyuz,CNSA,Cape Canaveral,2006-07-15,5349.34,MEO,Success
MSN03805,Soyuz,Blue Origin,Satish Dhawan,2022-10-17,1928.09,MEO,Success
MSN03806,Apollo,NASA,Satish Dhawan,2000-07-26,4862.92,MEO,Success
MSN03807,Shenzhou,Blue Origin,Guiana Space Centre,2021-04-05,976.0,Mars Transfer Orbit,Success
MSN03808,SpaceX,Roscosmos,Satish Dhawan,2020-04-12,3967.71,Mars Transfer Orbit,Success
MSN03809,Gemini,ESA,Jiuquan,2003-01-08,5127.03,LEO,Success
MSN03810,Gemini,Blue Origin,Vandenberg,2015-05-16,6534.06,LEO,Success
MSN03811,Soyuz,NASA,Guiana Space Centre,2013-04-08,3001.68,LEO,Success
MSN03812,Shenzhou,ESA,Jiuquan,2000-09-17,5747.37,ISS,Success
MSN03813,ISS Resupply,NASA,Satish Dhawan,2003-05-27,7936.99,HEO,Success
MSN03814,ISS Resupply,Roscosmos,Guiana Space Centre,2009-07-04,3718.51,MEO,Success
MSN03815,Blue Origin,Blue Origin,Jiuquan,2010-08-20,1905.89,HEO,Success
MSN03816,Apollo,SpaceX,Satish Dhawan,2006-04-11,5579.68,MEO,Success
MSN03817,Shenzhou,ISRO,Baikonur,2003-05-27,2616.01,MEO,Success
MSN03818,Shenzhou,Roscosmos,Baikonur,2000-07-23,3362.0,MEO,Partial
MSN03819,Apollo,CNSA,Cape Canaveral,2000-02-15,6846.67,LEO,Success
MSN03820,ISS Resupply,SpaceX,Baikonur,2016-04-13,8753.8,Mars Transfer Orbit,Success
MSN03821,ISS Resupply,CNSA,Jiuquan,2009-12-02,2998.62,ISS,Success
MSN03822,ISS Resupply,NASA,Vandenberg,2004-08-09,3525.16,MEO,Success
MSN03823,Soyuz,CNSA,Baikonur,2006-04-28,4120.26,MEO,Success
MSN03824,Shenzhou,SpaceX,Guiana Space Centre,2007-01-05,3904.38,MEO,Success
MSN03825,Gemini,SpaceX,Guiana Space Centre,2001-07-30,8866.59,GTO,Success
MSN03826,Apollo,Roscosmos,Guiana Space Centre,2008-02-24,3938.86,MEO,Success
MSN03827,ISS Resupply,ESA,Baikonur,2003-01-19,4224.5,LEO,Success
MSN03828,Blue Origin,Roscosmos,Baikonur,2011-03-29,8232.35,LEO,Success
MSN03829,ISS Resupply,NASA,Cape Canaveral,2010-09-04,6153.35,HEO,Success
MSN03830,ISS Resupply,CNSA,Vandenberg,2004-04-26,6971.8,Mars Transfer Orbit,Success
MSN03831,SpaceX,ESA,Vandenberg,2011-06-19,3187.77,Mars Transfer Orbit,Success
MSN03832,Soyuz,Blue Origin,Satish Dhawan,2020-05-29,3939.64,LEO,Success
MSN03833,Apollo,ISRO,Cape Canaveral,2003-10-22,2920.56,HEO,Success
MSN03834,SpaceX,SpaceX,Jiuquan,2012-07-26,6602.52,ISS,Success
MSN03835,SpaceX,ESA,Guiana Space Centre,2021-10-10,7450.49,GTO,Failure
MSN03836,Blue Origin,Blue Origin,Baikonur,2000-11-27,3800.45,LEO,Success
MSN03837,Shenzhou,ESA,Satish Dhawan,2017-06-23,4271.52,MEO,Success
MSN03838,Blue Origin,Roscosmos,Satish Dhawan,2003-05-07,4359.02,ISS,Success
MSN03839,Shenzhou,Blue Origin,Baikonur,2003-06-05,1905.55,MEO,Success
MSN03840,Shenzhou,ISRO,Cape Canaveral,2007-06-29,3652.36,HEO,Success
MSN03841,Apollo,SpaceX,Satish Dhawan,2019-03-28,6546.53,HEO,Success
MSN03842,ISS Resupply,NASA,Vandenberg,2005-11-20,3249.16,GTO,Success
MSN03843,Apollo,NASA,Cape Canaveral,2003-09-24,5185.96,ISS,Success
MSN03844,Soyuz,ESA,Baikonur,2003-03-23,2383.96,HEO,Success
MSN03845,Shenzhou,Blue Origin,Cape Canaveral,2010-03-05,4712.0,MEO,Success
MSN03846,SpaceX,ESA,Vandenberg,2008-04-28,3873.36,Mars Transfer Orbit,Success
MSN03847,ISS Resupply,CNSA,Guiana Space Centre,2013-12-07,2556.66,LEO,Success
MSN03848,Gemini,ISRO,Baikonur,2003-11-09,6580.77,LEO,Success
MSN03849,Soyuz,SpaceX,Vandenberg,2012-06-11,6693.25,Mars Transfer Orbit,Success
MSN03850,Apollo,ESA,Baikonur,2005-10-20,3060.92,ISS,Success
MSN03851,Blue Origin,CNSA,Vandenberg,2012-06-26,4567.63,ISS,Success
MSN03852,Soyuz,Blue Origin,Vandenberg,2002-01-30,5088.64,HEO,Success
MSN03853,Soyuz,ISRO,Satish Dhawan,2022-06-10,1370.48,LEO,Success
MSN03854,ISS Resupply,SpaceX,Satish Dhawan,2006-01-03,2205.81,Mars Transfer Orbit,Failure
MSN03855,Soyuz,NASA,Satish Dhawan,2000-01-24,7572.57,GTO,Success
MSN03856,Soyuz,CNSA,Guiana Space Centre,2010-02-28,2869.75,Mars Transfer Orbit,Success
MSN03857,Gemini,Blue Origin,Guiana Space Centre,2001-08-25,7516.37,GTO,Success
MSN03858,Blue Origin,ISRO,Vandenberg,2004-08-27,2309.17,Mars Transfer Orbit,Partial
MSN03859,Blue Origin,CNSA,Jiuquan,2023-11-07,6317.66,Mars Transfer Orbit,Failure
MSN03860,Blue Origin,ESA,Baikonur,2021-11-17,4377.39,Mars Transfer Orbit,Success
MSN03861,Shenzhou,Roscosmos,Satish Dhawan,2013-06-09,4658.47,Mars Transfer Orbit,Success
MSN03862,SpaceX,NASA,Baikonur,2012-02-29,8711.87,Mars Transfer Orbit,Success
MSN03863,Blue Origin,ESA,Vandenberg,2015-08-28,2491.63,Mars Transfer Orbit,Success
MSN03864,Soyuz,ESA,Cape Canaveral,2022-11-18,6189.6,GTO,Success
MSN03865,Soyuz,Blue Origin,Vandenberg,2014-02-28,6106.98,GTO,Success
MSN03866,Blue Origin,Blue Origin,Guiana Space Centre,2002-02-22,11709.15,HEO,Success
MSN03867,ISS Resupply,ISRO,Jiuquan,2005-03-05,2845.74,Mars Transfer Orbit,Failure
MSN03868,Blue Origin,Blue Origin,Cape Canaveral,2008-04-30,3748.03,MEO,Success
MSN03869,Soyuz,CNSA,Baikonur,2002-04-29,6631.84,GTO,Success
MSN03870,Shenzhou,NASA,Guiana Space Centre,2012-10-12,4599.47,HEO,Success
MSN03871,Apollo,ESA,Satish Dhawan,2012-01-18,4073.9,GTO,Success
MSN03872,Apollo,ISRO,Cape Canaveral,2021-01-05,6915.02,GTO,Success
MSN03873,Blue Origin,NASA,Guiana Space Centre,2006-11-21,4466.86,Mars Transfer Orbit,Success
MSN03874,Gemini,Blue Origin,Baikonur,2004-06-08,3216.28,MEO,Success
MSN03875,Blue Origin,Blue Origin,Vandenberg,2007-05-22,6452.42,GTO,Success
MSN03876,ISS Resupply,CNSA,Baikonur,2007-01-18,5750.58,HEO,Success
MSN03877,Blue Origin,Blue Origin,Cape Canaveral,2021-03-09,4374.31,Mars Transfer Orbit,Success
MSN03878,Apollo,ESA,Cape Canaveral,2006-04-24,4279.4,HEO,Failure
MSN03879,Soyuz,SpaceX,Vandenberg,2018-01-22,3170.19,LEO,Failure
MSN03880,Blue Origin,ESA,Cape Canaveral,2006-01-20,6450.19,ISS,Success
MSN03881,Soyuz,ESA,Jiuquan,2022-09-20,4279.78,GTO,Success
MSN03882,Soyuz,Blue Origin,Satish Dhawan,2003-04-08,3460.31,Mars Transfer Orbit,Partial
MSN03883,Gemini,NASA,Guiana Space Centre,2009-04-15,2428.89,GTO,Success
MSN03884,Soyuz,Blue Origin,Vandenberg,2012-10-12,5784.31,HEO,Success
MSN03885,Apollo,NASA,Baikonur,2003-01-05,3982.83,GTO,Success
MSN03886,Shenzhou,NASA,Baikonur,2018-05-09,974.65,Mars Transfer Orbit,Success
MSN03887,Shenzhou,NASA,Satish Dhawan,2009-06-08,2593.46,HEO,Failure
MSN03888,SpaceX,ISRO,Cape Canaveral,2006-09-08,4532.81,LEO,Success
MSN03889,ISS Resupply,Roscosmos,Cape Canaveral,2004-10-02,4588.92,Mars Transfer Orbit,Success
MSN03890,Blue Origin,Blue Origin,Baikonur,2002-03-24,4512.92,GTO,Failure
MSN03891,ISS Resupply,ISRO,Satish Dhawan,2021-11-16,4234.49,Mars Transfer Orbit,Success
MSN03892,Apollo,ESA,Baikonur,2021-04-28,2048.29,Mars Transfer Orbit,Success
MSN03893,Soyuz,ISRO,Cape Canaveral,2021-01-29,3250.9,LEO,Success
MSN03894,Shenzhou,CNSA,Vandenberg,2001-12-24,7367.55,LEO,Success
MSN03895,ISS Resupply,SpaceX,Guiana Space Centre,2010-05-18,7072.46,ISS,Success
MSN03896,Apollo,NASA,Cape Canaveral,2009-06-06,6155.9,HEO,Success
MSN03897,Shenzhou,Blue Origin,Vandenberg,2022-01-31,5979.01,LEO,Success
MSN03898,Soyuz,CNSA,Guiana Space Centre,2012-11-26,6809.51,HEO,Partial
MSN03899,ISS Resupply,Blue Origin,Jiuquan,2006-10-13,2758.41,ISS,Success
MSN03900,Shenzhou,SpaceX,Satish Dhawan,2009-06-02,5065.86,HEO,Success
MSN03901,Blue Origin,CNSA,Vandenberg,2003-12-02,2759.47,Mars Transfer Orbit,Success
MSN03902,Blue Origin,Blue Origin,Jiuquan,2021-02-27,2794.17,ISS,Success
MSN03903,SpaceX,ESA,Cape Canaveral,2019-11-09,5736.13,GTO,Success
MSN03904,SpaceX,NASA,Satish Dhawan,2015-03-28,6893.5,ISS,Failure
MSN03905,Shenzhou,CNSA,Vandenberg,2019-05-03,4612.3,ISS,Success
MSN03906,Apollo,ESA,Cape Canaveral,2005-07-10,8298.0,ISS,Success
MSN03907,Blue Origin,NASA,Satish Dhawan,2008-12-18,5423.57,MEO,Success
MSN03908,Apollo,Roscosmos,Satish Dhawan,2012-10-19,3446.43,LEO,Success
MSN03909,Apollo,ESA,Cape Canaveral,2006-11-10,2826.54,HEO,Success
MSN03910,Shenzhou,ISRO,Cape Canaveral,2017-01-28,7036.26,Mars Transfer Orbit,Success
MSN03911,Apollo,Blue Origin,Vandenberg,2013-06-04,5256.92,HEO,Success
MSN03912,Blue Origin,NASA,Satish Dhawan,2021-08-18,6352.09,MEO,Success
MSN03913,Soyuz,CNSA,Vandenberg,2004-02-06,-315.93,GTO,Success
MSN03914,SpaceX,SpaceX,Satish Dhawan,2021-01-06,5489.34,Mars Transfer Orbit,Success
MSN03915,Soyuz,CNSA,Vandenberg,2012-11-13,3976.45,LEO,Partial
MSN03916,Apollo,ISRO,Cape Canaveral,2023-08-13,2212.48,LEO,Success
MSN03917,Soyuz,Blue Origin,Cape Canaveral,2007-02-02,4874.64,LEO,Success
MSN03918,Blue Origin,ISRO,Baikonur,2014-03-30,7183.63,LEO,Success
MSN03919,Blue Origin,CNSA,Vandenberg,2018-11-30,9532.46,MEO,Success
MSN03920,Apollo,Blue Origin,Baikonur,2008-02-09,5484.3,HEO,Success
MSN03921,Shenzhou,SpaceX,Baikonur,2005-06-18,3581.71,GTO,Success
MSN03922,Soyuz,NASA,Jiuquan,2022-10-25,3460.99,Mars Transfer Orbit,Success
MSN03923,Shenzhou,Blue Origin,Satish Dhawan,2013-01-18,6926.26,Mars Transfer Orbit,Failure
MSN03924,Shenzhou,ESA,Guiana Space Centre,2022-01-15,3006.25,GTO,Success
MSN03925,Gemini,Blue Origin,Jiuquan,2009-05-12,6244.85,GTO,Success
MSN03926,Apollo,ISRO,Satish Dhawan,2008-10-16,5587.36,MEO,Success
MSN03927,SpaceX,ISRO,Guiana Space Centre,2016-11-13,5366.2,MEO,Success
MSN03928,Blue Origin,ISRO,Baikonur,2012-10-20,1863.76,ISS,Success
MSN03929,Blue Origin,SpaceX,Guiana Space Centre,2016-07-27,4286.08,MEO,Failure
MSN03930,Apollo,Blue Origin,Cape Canaveral,2018-11-23,2083.68,LEO,Success
MSN03931,ISS Resupply,Blue Origin,Cape Canaveral,2012-10-05,3823.51,HEO,Success
MSN03932,ISS Resupply,Roscosmos,Vandenberg,2008-10-02,6834.28,GTO,Success
MSN03933,ISS Resupply,SpaceX,Satish Dhawan,2000-11-04,7462.12,MEO,Success
MSN03934,SpaceX,NASA,Jiuquan,2000-10-03,5427.9,HEO,Success
MSN03935,Blue Origin,NASA,Baikonur,2004-03-16,3859.32,LEO,Failure
MSN03936,Apollo,NASA,Satish Dhawan,2007-10-25,8176.2,MEO,Success
MSN03937,Blue Origin,NASA,Baikonur,2017-11-09,3832.82,MEO,Success
MSN03938,Shenzhou,NASA,Cape Canaveral,2003-12-13,2728.63,HEO,Success
MSN03939,Soyuz,CNSA,Jiuquan,2021-04-22,6392.97,Mars Transfer Orbit,Success
MSN03940,Soyuz,ISRO,Jiuquan,2000-09-22,5915.47,Mars Transfer Orbit,Success
MSN03941,Blue Origin,SpaceX,Cape Canaveral,2014-03-13,3914.85,LEO,Success
MSN03942,Gemini,CNSA,Guiana Space Centre,2019-11-13,5200.45,MEO,Success
MSN03943,SpaceX,SpaceX,Jiuquan,2003-01-21,5884.32,HEO,Success
MSN03944,ISS Resupply,Roscosmos,Guiana Space Centre,2008-07-06,5407.36,LEO,Success
MSN03945,SpaceX,Blue Origin,Baikonur,2021-05-01,5917.88,MEO,Success
MSN03946,SpaceX,ESA,Jiuquan,2023-12-08,3988.57,Mars Transfer Orbit,Success
MSN03947,Shenzhou,ISRO,Vandenberg,2019-05-21,6052.49,MEO,Success
MSN03948,SpaceX,Roscosmos,Cape Canaveral,2009-10-31,5035.12,GTO,Success
MSN03949,Soyuz,CNSA,Guiana Space Centre,2023-07-23,4056.38,ISS,Success
MSN03950,Shenzhou,ESA,Vandenberg,2014-07-28,4508.23,LEO,Success
MSN03951,Apollo,Blue Origin,Baikonur,2002-01-09,4804.2,HEO,Success
MSN03952,SpaceX,Roscosmos,Baikonur,2001-07-04,2109.24,GTO,Success
MSN03953,SpaceX,Blue Origin,Jiuquan,2021-10-23,3726.68,MEO,Success
MSN03954,Apollo,Blue Origin,Jiuquan,2004-11-27,5129.81,HEO,Success
MSN03955,SpaceX,SpaceX,Vandenberg,2023-07-20,2298.02,GTO,Success
MSN03956,Apollo,ESA,Satish Dhawan,2000-03-04,3760.15,GTO,Success
MSN03957,Shenzhou,SpaceX,Satish Dhawan,2010-12-16,9769.29,Mars Transfer Orbit,Success
MSN03958,Soyuz,Blue Origin,Jiuquan,2011-11-22,2741.48,Mars Transfer Orbit,Success
MSN03959,Apollo,Roscosmos,Satish Dhawan,2002-11-16,4232.37,ISS,Success
MSN03960,Gemini,Blue Origin,Cape Canaveral,2022-01-25,3332.57,Mars Transfer Orbit,Partial
MSN03961,Apollo,CNSA,Vandenberg,2015-06-05,4766.26,GTO,Success
MSN03962,SpaceX,Blue Origin,Cape Canaveral,2013-08-09,3370.16,LEO,Success
MSN03963,ISS Resupply,SpaceX,Satish Dhawan,2011-10-19,4513.51,ISS,Success
MSN03964,ISS Resupply,ESA,Jiuquan,2019-05-19,3562.91,ISS,Success
MSN03965,Shenzhou,Roscosmos,Cape Canaveral,2015-01-21,7110.26,MEO,Failure
MSN03966,Blue Origin,SpaceX,Baikonur,2020-06-02,5163.27,MEO,Success
MSN03967,Shenzhou,Blue Origin,Jiuquan,2007-03-09,2994.05,LEO,Failure
MSN03968,Blue Origin,CNSA,Vandenberg,2016-02-10,6681.59,HEO,Success
MSN03969,ISS Resupply,ISRO,Guiana Space Centre,2016-01-15,3083.47,Mars Transfer Orbit,Success
MSN03970,ISS Resupply,CNSA,Guiana Space Centre,2006-10-06,1871.84,Mars Transfer Orbit,Success
MSN03971,Apollo,Blue Origin,Jiuquan,2014-06-18,4993.92,LEO,Success
MSN03972,Soyuz,CNSA,Satish Dhawan,2008-05-13,8814.53,ISS,Success
MSN03973,Gemini,ISRO,Cape Canaveral,2003-07-18,1344.67,MEO,Success
MSN03974,Shenzhou,CNSA,Cape Canaveral,2007-08-26,2338.02,LEO,Success
MSN03975,SpaceX,ISRO,Jiuquan,2009-04-22,6505.05,MEO,Success
MSN03976,Blue Origin,Blue Origin,Baikonur,2014-02-21,3715.36,LEO,Success
MSN03977,SpaceX,ISRO,Vandenberg,2022-05-17,6223.9,Mars Transfer Orbit,Success
MSN03978,Soyuz,SpaceX,Satish Dhawan,2017-09-12,3325.02,LEO,Failure
MSN03979,Blue Origin,SpaceX,Baikonur,2013-04-25,5283.92,GTO,Success
MSN03980,Shenzhou,ISRO,Jiuquan,2004-06-06,8488.95,LEO,Success
MSN03981,Apollo,Roscosmos,Jiuquan,2008-10-26,2610.82,MEO,Success
MSN03982,SpaceX,ESA,Baikonur,2012-09-20,7047.52,LEO,Success
MSN03983,Soyuz,Roscosmos,Guiana Space Centre,2018-12-21,6359.41,HEO,Success
MSN03984,Shenzhou,ISRO,Jiuquan,2010-11-03,2021.51,Mars Transfer Orbit,Success
MSN03985,ISS Resupply,ESA,Vandenberg,2011-04-09,6117.8,Mars Transfer Orbit,Success
MSN03986,ISS Resupply,SpaceX,Satish Dhawan,2002-05-01,5145.61,GTO,Success
MSN03987,Shenzhou,ESA,Baikonur,2001-03-31,5182.19,LEO,Success
MSN03988,Shenzhou,ISRO,Guiana Space Centre,2022-01-30,5673.04,HEO,Success
MSN03989,Shenzhou,SpaceX,Baikonur,2021-08-18,4299.27,MEO,Success
MSN03990,Blue Origin,ESA,Guiana Space Centre,2014-05-19,5140.2,HEO,Failure
MSN03991,Shenzhou,ESA,Guiana Space Centre,2004-09-10,5482.9,Mars Transfer Orbit,Success
MSN03992,SpaceX,Roscosmos,Vandenberg,2006-01-31,6492.12,GTO,Success
MSN03993,Soyuz,ESA,Satish Dhawan,2003-06-11,1945.68,MEO,Success
MSN03994,Blue Origin,Blue Origin,Jiuquan,2004-06-04,7581.77,LEO,Success
MSN03995,Shenzhou,ISRO,Guiana Space Centre,2015-11-19,2689.42,LEO,Success
MSN03996,Gemini,NASA,Jiuquan,2014-04-27,6523.26,HEO,Failure
MSN03997,Gemini,NASA,Satish Dhawan,2015-07-10,5158.89,LEO,Success
MSN03998,Soyuz,NASA,Jiuquan,2003-06-25,2437.69,MEO,Success
MSN03999,ISS Resupply,ISRO,Vandenberg,2005-01-05,6056.29,Mars Transfer Orbit,Success
MSN04000,Apollo,NASA,Vandenberg,2017-11-29,3109.19,MEO,Failure
MSN04001,Apollo,Roscosmos,Cape Canaveral,2002-01-12,7137.59,LEO,Success
MSN04002,ISS Resupply,ISRO,Vandenberg,2021-02-28,3578.33,HEO,Failure
MSN04003,Blue Origin,Blue Origin,Guiana Space Centre,2023-11-17,2010.03,LEO,Success
MSN04004,Blue Origin,SpaceX,Satish Dhawan,2004-11-03,8067.69,Mars Transfer Orbit,Failure
MSN04005,Blue Origin,Blue Origin,Vandenberg,2001-10-26,5362.65,ISS,Success
MSN04006,Apollo,ISRO,Baikonur,2022-09-07,6734.38,LEO,Success
MSN04007,Gemini,ISRO,Satish Dhawan,2015-12-05,3297.06,GTO,Success
MSN04008,Apollo,ESA,Guiana Space Centre,2005-04-03,1216.38,LEO,Partial
MSN04009,SpaceX,ESA,Satish Dhawan,2014-11-15,8350.4,Mars Transfer Orbit,Success
MSN04010,Shenzhou,ESA,Vandenberg,2017-04-21,4987.15,ISS,Success
MSN04011,Blue Origin,CNSA,Baikonur,2005-11-02,5982.7,GTO,Success
MSN04012,Gemini,Roscosmos,Cape Canaveral,2012-10-21,6313.19,HEO,Success
MSN04013,Soyuz,ISRO,Guiana Space Centre,2023-12-02,4329.22,GTO,Success
MSN04014,Soyuz,Blue Origin,Guiana Space Centre,2012-01-17,5452.46,MEO,Success
MSN04015,Shenzhou,ISRO,Satish Dhawan,2000-08-07,8187.91,Mars Transfer Orbit,Success
MSN04016,Gemini,ESA,Jiuquan,2015-10-26,4935.12,ISS,Success
MSN04017,Apollo,ISRO,Jiuquan,2003-11-01,6884.2,MEO,Success
MSN04018,Apollo,SpaceX,Baikonur,2016-01-05,1017.51,MEO,Success
MSN04019,SpaceX,ISRO,Cape Canaveral,2017-05-09,7247.52,GTO,Success
MSN04020,SpaceX,Blue Origin,Cape Canaveral,2015-11-19,1955.99,GTO,Success
MSN04021,Apollo,NASA,Satish Dhawan,2000-04-21,7018.82,MEO,Success
MSN04022,Soyuz,SpaceX,Satish Dhawan,2005-01-24,5781.26,Mars Transfer Orbit,Success
MSN04023,Blue Origin,SpaceX,Jiuquan,2010-01-29,4808.16,HEO,Success
MSN04024,Soyuz,ISRO,Vandenberg,2005-05-12,4800.82,LEO,Success
MSN04025,SpaceX,CNSA,Cape Canaveral,2016-02-13,4494.54,LEO,Failure
MSN04026,Shenzhou,ESA,Vandenberg,2003-11-17,3358.66,ISS,Failure
MSN04027,Apollo,Roscosmos,Cape Canaveral,2013-07-26,4588.05,GTO,Success
MSN04028,SpaceX,Roscosmos,Vandenberg,2013-08-04,9416.12,LEO,Success
MSN04029,SpaceX,NASA,Vandenberg,2019-09-01,7604.61,HEO,Success
MSN04030,Blue Origin,Roscosmos,Cape Canaveral,2007-01-31,3257.99,ISS,Success
MSN04031,Apollo,Roscosmos,Baikonur,2021-09-23,5535.37,Mars Transfer Orbit,Success
MSN04032,Blue Origin,ESA,Baikonur,2001-01-11,5191.96,GTO,Success
MSN04033,Apollo,ESA,Satish Dhawan,2004-03-22,4715.41,LEO,Success
MSN04034,Blue Origin,CNSA,Vandenberg,2003-06-05,2994.44,MEO,Success
MSN04035,Soyuz,Blue Origin,Vandenberg,2009-06-15,5891.8,HEO,Success
MSN04036,Shenzhou,NASA,Vandenberg,2019-07-27,6692.14,HEO,Success
MSN04037,Shenzhou,Roscosmos,Vandenberg,2023-01-24,3332.2,GTO,Success
MSN04038,Apollo,CNSA,Vandenberg,2020-10-21,8911.08,Mars Transfer Orbit,Success
MSN04039,Gemini,NASA,Jiuquan,2002-06-28,8044.01,HEO,Success
MSN04040,ISS Resupply,SpaceX,Guiana Space Centre,2015-11-28,6096.33,GTO,Success
MSN04041,SpaceX,Roscosmos,Vandenberg,2009-02-19,2536.56,HEO,Success
MSN04042,SpaceX,Roscosmos,Jiuquan,2014-01-07,5802.82,LEO,Success
MSN04043,Apollo,ESA,Baikonur,2003-04-10,5563.96,Mars Transfer Orbit,Failure
MSN04044,Blue Origin,ISRO,Vandenberg,2000-03-21,6026.31,GTO,Success
MSN04045,Gemini,NASA,Baikonur,2021-08-29,8180.93,HEO,Success
MSN04046,Soyuz,Roscosmos,Satish Dhawan,2014-11-20,4648.05,LEO,Success
MSN04047,Blue Origin,NASA,Guiana Space Centre,2009-06-30,9095.65,Mars Transfer Orbit,Success
MSN04048,Blue Origin,Blue Origin,Cape Canaveral,2019-10-20,5813.01,LEO,Success
MSN04049,Apollo,CNSA,Guiana Space Centre,2021-03-24,4419.07,LEO,Failure
MSN04050,Apollo,CNSA,Vandenberg,2017-02-23,9798.75,Mars Transfer Orbit,Success
MSN04051,SpaceX,ISRO,Vandenberg,2015-03-31,6659.78,GTO,Success
MSN04052,Apollo,Roscosmos,Guiana Space Centre,2020-07-21,4090.53,GTO,Partial
MSN04053,Apollo,Blue Origin,Guiana Space Centre,2008-01-31,5168.43,HEO,Success
MSN04054,Apollo,ESA,Satish Dhawan,2023-07-12,6270.47,Mars Transfer Orbit,Success
MSN04055,SpaceX,Roscosmos,Baikonur,2018-04-10,4698.28,Mars Transfer Orbit,Partial
MSN04056,Soyuz,NASA,Cape Canaveral,2016-12-14,5267.82,Mars Transfer Orbit,Success
MSN04057,Soyuz,SpaceX,Guiana Space Centre,2009-03-30,3365.59,MEO,Success
MSN04058,ISS Resupply,CNSA,Cape Canaveral,2018-05-03,1629.61,MEO,Success
MSN04059,ISS Resupply,NASA,Guiana Space Centre,2007-02-16,5212.84,ISS,Success
MSN04060,Apollo,ISRO,Baikonur,2018-05-26,5280.06,MEO,Success
MSN04061,ISS Resupply,CNSA,Cape Canaveral,2004-01-03,6054.24,Mars Transfer Orbit,Success
MSN04062,SpaceX,ESA,Jiuquan,2001-01-18,3847.62,MEO,Success
MSN04063,Soyuz,CNSA,Baikonur,2014-11-10,2318.89,HEO,Success
MSN04064,Blue Origin,SpaceX,Cape Canaveral,2016-11-22,3069.35,GTO,Success
MSN04065,Soyuz,Blue Origin,Guiana Space Centre,2009-03-22,7111.27,MEO,Success
MSN04066,Soyuz,Roscosmos,Guiana Space Centre,2020-06-01,3666.78,ISS,Failure
MSN04067,SpaceX,SpaceX,Baikonur,2020-11-03,4115.84,HEO,Success
MSN04068,ISS Resupply,Blue Origin,Baikonur,2021-10-26,4375.17,LEO,Failure
MSN04069,Blue Origin,SpaceX,Guiana Space Centre,2001-03-08,3761.45,LEO,Success
MSN04070,SpaceX,Roscosmos,Cape Canaveral,2008-03-29,3613.58,ISS,Success
MSN04071,Apollo,CNSA,Jiuquan,2001-05-15,3257.75,GTO,Success
MSN04072,Shenzhou,ISRO,Satish Dhawan,2017-07-21,7801.31,Mars Transfer Orbit,Success
MSN04073,Soyuz,Roscosmos,Baikonur,2011-06-28,6360.2,LEO,Success
MSN04074,Shenzhou,Roscosmos,Guiana Space Centre,2014-12-05,7495.64,GTO,Success
MSN04075,SpaceX,Blue Origin,Cape Canaveral,2020-03-19,7898.68,MEO,Failure
MSN04076,SpaceX,ESA,Baikonur,2019-03-26,300.24,MEO,Success
MSN04077,SpaceX,CNSA,Cape Canaveral,2005-01-21,5686.91,MEO,Success
MSN04078,Shenzhou,Roscosmos,Baikonur,2017-06-14,3827.64,LEO,Success
MSN04079,SpaceX,ISRO,Guiana Space Centre,2012-01-28,7233.62,LEO,Failure
MSN04080,Apollo,NASA,Cape Canaveral,2003-08-25,3517.06,GTO,Success
MSN04081,SpaceX,CNSA,Guiana Space Centre,2011-10-15,2891.7,GTO,Success
MSN04082,Gemini,ESA,Cape Canaveral,2008-07-03,2131.91,Mars Transfer Orbit,Success
MSN04083,ISS Resupply,SpaceX,Baikonur,2001-11-06,4394.65,ISS,Success
MSN04084,Shenzhou,Roscosmos,Satish Dhawan,2015-06-04,6829.89,Mars Transfer Orbit,Success
MSN04085,Gemini,ISRO,Satish Dhawan,2000-05-02,5512.33,MEO,Success
MSN04086,SpaceX,CNSA,Jiuquan,2003-03-28,2594.7,HEO,Success
MSN04087,Apollo,ISRO,Jiuquan,2014-07-21,9305.32,HEO,Failure
MSN04088,Soyuz,ISRO,Vandenberg,2019-02-09,6299.08,MEO,Success
MSN04089,Blue Origin,Blue Origin,Guiana Space Centre,2000-06-17,6554.82,ISS,Success
MSN04090,ISS Resupply,SpaceX,Cape Canaveral,2019-03-11,7570.06,Mars Transfer Orbit,Success
MSN04091,Blue Origin,ESA,Jiuquan,2014-10-07,1719.57,GTO,Partial
MSN04092,SpaceX,CNSA,Baikonur,2002-11-26,3177.13,LEO,Success
MSN04093,ISS Resupply,Roscosmos,Satish Dhawan,2012-12-19,6646.02,ISS,Success
MSN04094,ISS Resupply,ESA,Cape Canaveral,2017-11-24,3378.52,ISS,Success
